date,predict_price,predicted_low_point,confidence,used_threshold,adj,actual_low_point,trend_regime,future_max_rise,days_to_rise,prediction_correct,strategy_reasons,strategy_indicators
2025-02-28,5859.871,True,0.9399587757293372,0.5,,True,sideways,0.046661607397159355,12.0,True,价格低于MA5/MA10/MA20 | RSI偏低(48.35) | 单日大跌(-2.81%) | 3日累计下跌(-2.01%) | 置信度达阈值(1.02 ≥ 0.50),"{""ma5"": 5993.107, ""ma10"": 5971.3459, ""ma20"": 5884.1223, ""rsi"": 48.35239832895962, ""macd"": 77.96472772225661, ""bb_lower"": 5603.76960561509, ""trend_regime"": ""sideways""}"
2025-03-03,5885.77,True,0.8489603741753402,0.5,,True,sideways,0.04205600966398606,11.0,True,价格低于MA5/MA10/MA20 | 3日累计下跌(-2.74%) | 置信度达阈值(0.52 ≥ 0.50),"{""ma5"": 5961.2664, ""ma10"": 5965.0509, ""ma20"": 5895.9133, ""rsi"": 51.587211772965816, ""macd"": 67.68427369782057, ""bb_lower"": 5638.098901994406, ""trend_regime"": ""sideways""}"
2025-03-04,5937.63,False,0.1263481398660417,0.5,,False,bull,0.032954562679048637,10.0,True,成交量偏低(量比0.7) | RSI偏低(49.83) | 弱趋势调整(+0.163) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: 回撤缩量(量比0.75) | 置信度达阈值(0.89 ≥ 0.50),"{""ma5"": 5952.7994, ""ma10"": 5974.7428, ""ma20"": 5913.327650000001, ""rsi"": 49.82647075014902, ""macd"": 62.995436229128245, ""bb_lower"": 5699.385210304526, ""trend_regime"": ""bull""}"
2025-03-05,5950.704,False,0.08065704522490473,0.5,,False,bull,0.03068510885434731,9.0,True,成交量偏低(量比0.8) | 弱趋势调整(+0.163) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: 回撤缩量(量比0.79) | 置信度达阈值(0.69 ≥ 0.50),"{""ma5"": 5932.5922, ""ma10"": 5975.425, ""ma20"": 5930.1435, ""rsi"": 53.25167813948179, ""macd"": 59.64688908152948, ""bb_lower"": 5768.709127653374, ""trend_regime"": ""bull""}"
2025-03-06,6047.773,False,0.02683497169597036,0.5,,False,bull,0.014142230536761141,8.0,True,弱趋势调整(+0.163) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 基础置信度保留(0.6倍),"{""ma5"": 5936.3496, ""ma10"": 5984.4477, ""ma20"": 5945.1371, ""rsi"": 55.8539135974368, ""macd"": 64.08704286524608, ""bb_lower"": 5800.101185481656, ""trend_regime"": ""bull""}"
2025-03-07,6013.775,False,0.030340411992229692,0.5,,False,bull,0.01987553574917586,7.0,True,单日微跌(-0.56%) | 弱趋势调整(+0.163) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 置信度达阈值(0.56 ≥ 0.50),"{""ma5"": 5967.1304, ""ma10"": 5980.1187, ""ma20"": 5954.12645, ""rsi"": 53.6671074749128, ""macd"": 64.12336799077548, ""bb_lower"": 5815.973903502358, ""trend_regime"": ""bull""}"
2025-03-10,6013.619,False,0.03436544354165401,0.5,,False,bull,0.01990199246077944,6.0,True,单日微跌(-0.00%) | 弱趋势调整(+0.163) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: 回撤缩量(量比0.84) | 置信度达阈值(0.76 ≥ 0.50),"{""ma5"": 5992.700199999999, ""ma10"": 5976.9833, ""ma20"": 5960.379849999999, ""rsi"": 61.09588091699457, ""macd"": 63.408632770140684, ""bb_lower"": 5823.407918473038, ""trend_regime"": ""bull""}"
2025-03-11,6044.974,False,0.02713260362543434,0.5,,False,bull,0.014611808090489639,5.0,True,"弱趋势调整(+0.163) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: RSI健康回撤(61.1→57.1, -3.9) | 多头趋势: 回撤缩量(量比0.85) | 置信度达阈值(0.96 ≥ 0.50)","{""ma5"": 6014.169, ""ma10"": 5983.4842, ""ma20"": 5969.71455, ""rsi"": 57.14594719921738, ""macd"": 64.62730309277595, ""bb_lower"": 5836.6492466913305, ""trend_regime"": ""bull""}"
2025-03-12,6040.497,False,0.03178065759456468,0.5,,False,bull,0.015363802018277532,4.0,True,单日微跌(-0.07%) | 弱趋势调整(+0.163) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: 回撤缩量(量比0.91) | 置信度达阈值(0.76 ≥ 0.50),"{""ma5"": 6032.1276, ""ma10"": 5982.3599, ""ma20"": 5974.7129, ""rsi"": 55.94076353109859, ""macd"": 64.48846869492354, ""bb_lower"": 5838.784104242163, ""trend_regime"": ""bull""}"
2025-03-13,5993.967,False,0.11716937014480129,0.5,,False,bull,0.023245873726031534,3.0,True,"RSI偏低(45.11) | 单日微跌(-0.77%) | 弱趋势调整(+0.163) | 多头趋势: RSI健康回撤(55.9→45.1, -10.8) | 多头趋势: 回撤缩量(量比0.96) | 置信度达阈值(0.96 ≥ 0.50)","{""ma5"": 6021.3664, ""ma10"": 5978.858, ""ma20"": 5979.4982, ""rsi"": 45.10991037909859, ""macd"": 59.932989110338895, ""bb_lower"": 5848.24362724097, ""trend_regime"": ""bull""}"
2025-03-14,6099.981,False,0.02662734348946047,0.5,,False,bull,0.005462476030663032,2.0,True,弱趋势调整(+0.163) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 基础置信度保留(0.6倍),"{""ma5"": 6038.6076, ""ma10"": 6002.869, ""ma20"": 5987.10745, ""rsi"": 53.7213632009352, ""macd"": 64.13784141175802, ""bb_lower"": 5846.2940717981055, ""trend_regime"": ""bull""}"
2025-03-17,6108.018,False,0.026266787224230648,0.5,,False,bull,0.004139476995647304,1.0,True,弱趋势调整(+0.163) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: 回撤缩量(量比0.92) | 置信度达阈值(0.66 ≥ 0.50),"{""ma5"": 6057.4874, ""ma10"": 6025.093800000001, ""ma20"": 5995.07235, ""rsi"": 59.386494613062624, ""macd"": 67.34245399649535, ""bb_lower"": 5845.644030499454, ""trend_regime"": ""bull""}"
2025-03-18,6133.302,False,0.026292618219158216,0.5,,False,bull,0.0,0.0,True,弱趋势调整(+0.163) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: 回撤缩量(量比0.84) | 置信度达阈值(0.66 ≥ 0.50),"{""ma5"": 6075.153, ""ma10"": 6044.661, ""ma20"": 6009.7019, ""rsi"": 56.41592015380208, ""macd"": 71.10271224383632, ""bb_lower"": 5866.754399310993, ""trend_regime"": ""bull""}"
2025-03-19,6101.437,False,0.027619342065453394,0.5,,False,bull,0.0,0.0,True,成交量偏低(量比0.8) | 单日微跌(-0.52%) | 弱趋势调整(+0.163) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: 回撤缩量(量比0.79) | 置信度达阈值(0.79 ≥ 0.50),"{""ma5"": 6087.340999999999, ""ma10"": 6059.7343, ""ma20"": 6017.57965, ""rsi"": 55.61868246235262, ""macd"": 70.69655887928911, ""bb_lower"": 5872.554546392591, ""trend_regime"": ""bull""}"
2025-03-20,6059.486,False,0.043845021028246674,0.5,,False,bull,0.0,0.0,True,成交量偏低(量比0.8) | 单日微跌(-0.69%) | 弱趋势调整(+0.163) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: 回撤缩量(量比0.76) | 置信度达阈值(0.79 ≥ 0.50),"{""ma5"": 6100.444799999999, ""ma10"": 6060.9056, ""ma20"": 6022.67665, ""rsi"": 69.28390224298589, ""macd"": 66.22617024462306, ""bb_lower"": 5879.380234302646, ""trend_regime"": ""bull""}"
2025-03-21,5971.93,True,0.9158834625570818,0.5,,False,sideways,0.0,0.0,False,价格低于MA5/MA10/MA20 | 价格接近布林带下轨 | 单日下跌(-1.44%) | 3日累计下跌(-2.63%) | 弱趋势调整(+0.163) | 最低信号确认(+0.066) | 置信度达阈值(1.20 ≥ 0.50),"{""ma5"": 6074.8346, ""ma10"": 6056.7211, ""ma20"": 6018.4199, ""rsi"": 57.43751143767715, ""macd"": 54.98449059928953, ""bb_lower"": 5874.368656537371, ""trend_regime"": ""sideways""}"
2025-03-24,5969.079,True,0.9405304430202307,0.5,,False,sideways,0.0,0.0,False,价格低于MA5/MA10/MA20 | 价格接近布林带下轨 | 单日微跌(-0.05%) | 3日累计下跌(-2.17%) | 弱趋势调整(+0.163) | 最低信号确认(+0.066) | 置信度达阈值(1.10 ≥ 0.50),"{""ma5"": 6047.046799999999, ""ma10"": 6052.2671, ""ma20"": 6014.6252, ""rsi"": 52.96567254539175, ""macd"": 45.32287275067574, ""bb_lower"": 5869.524453974658, ""trend_regime"": ""sideways""}"
2025-03-25,5946.951,True,0.9612096220972461,0.5,,False,sideways,0.0017910018091623489,2.0,False,价格低于MA5/MA10/MA20 | RSI偏低(49.65) | 价格接近布林带下轨 | 单日微跌(-0.37%) | 弱趋势调整(+0.163) | 最低信号确认(+0.066) | 置信度达阈值(1.18 ≥ 0.50),"{""ma5"": 6009.7766, ""ma10"": 6042.4648, ""ma20"": 6012.974499999999, ""rsi"": 49.65203024082514, ""macd"": 35.471532581525935, ""bb_lower"": 5865.482093392202, ""trend_regime"": ""sideways""}"
2025-03-26,5948.499,True,0.9651615592036153,0.5,,False,sideways,0.00153030201400388,1.0,False,价格跌破所有均线+成交量萎缩(可能是下跌通道) | 成交量偏低(量比0.8) | RSI偏低(38.81) | 价格接近布林带下轨 | 弱趋势调整(+0.163) | 置信度达阈值(0.92 ≥ 0.50),"{""ma5"": 5979.189, ""ma10"": 6033.264999999999, ""ma20"": 6007.812449999999, ""rsi"": 38.81419718309858, ""macd"": 27.47249931416991, ""bb_lower"": 5858.813729808387, ""trend_regime"": ""sideways""}"
2025-03-27,5957.602,True,0.9549910578390544,0.5,,False,sideways,0.0,0.0,False,价格跌破所有均线+成交量萎缩(可能是下跌通道) | 成交量偏低(量比0.8) | RSI偏低(43.29) | 价格接近布林带下轨 | 弱趋势调整(+0.163) | 置信度达阈值(0.92 ≥ 0.50),"{""ma5"": 5958.8122, ""ma10"": 6029.628500000001, ""ma20"": 6004.24325, ""rsi"": 43.294457509161916, ""macd"": 21.61853878488273, ""bb_lower"": 5853.965664925039, ""trend_regime"": ""sideways""}"
2025-03-28,5916.031,True,0.966099899439898,0.5,,False,bear,0.0,0.0,False,价格跌破所有均线+成交量萎缩(可能是下跌通道) | 成交量偏低(量比0.8) | RSI偏低(39.40) | 价格接近布林带下轨 | 单日微跌(-0.70%) | 弱趋势调整(+0.163) | 置信度达阈值(1.02 ≥ 0.50),"{""ma5"": 5947.6323999999995, ""ma10"": 6011.2335, ""ma20"": 6007.05125, ""rsi"": 39.398831120863875, ""macd"": 13.469532230200457, ""bb_lower"": 5866.337818227387, ""trend_regime"": ""bear""}"
2025-03-31,5857.772,True,0.9683598371075363,0.5,,False,bear,0.007052852176561379,2.0,False,价格低于MA5/MA10/MA20 | RSI超卖(30.79) | 价格接近布林带下轨 | 单日微跌(-0.98%) | 弱趋势调整(+0.163) | 多信号确认奖励(+0.222) | 置信度达阈值(1.48 ≥ 0.50),"{""ma5"": 5925.370999999999, ""ma10"": 5986.2089, ""ma20"": 6005.651349999999, ""rsi"": 30.786946758242408, ""macd"": 2.284042396985569, ""bb_lower"": 5859.409128136031, ""trend_regime"": ""bear""}"
2025-04-01,5892.85,True,0.9669291639581241,0.5,,False,bear,0.0010582315857352344,1.0,False,价格低于MA5/MA10/MA20 | RSI偏低(35.74) | MACD负值(-3.7073) | 价格接近布林带下轨 | 弱趋势调整(+0.163) | 最低信号确认(+0.066) | 置信度达阈值(1.23 ≥ 0.50),"{""ma5"": 5914.5508, ""ma10"": 5962.1637, ""ma20"": 6003.4123500000005, ""rsi"": 35.74216599874464, ""macd"": -3.7073019725930862, ""bb_lower"": 5851.523042313104, ""trend_regime"": ""bear""}"
2025-04-02,5899.086,True,0.9662840450470374,0.5,,False,bear,0.0,0.0,False,价格跌破所有均线+成交量萎缩(可能是下跌通道) | 成交量偏低(量比0.7) | RSI偏低(40.06) | MACD负值(-7.8617) | 价格接近布林带下轨 | 弱趋势调整(+0.163) | 置信度达阈值(1.07 ≥ 0.50),"{""ma5"": 5904.6682, ""ma10"": 5941.9286, ""ma20"": 6000.83145, ""rsi"": 40.06442141153267, ""macd"": -7.861668051635206, ""bb_lower"": 5843.513926802306, ""trend_regime"": ""bear""}"
2025-04-03,5845.504,True,0.9686842430217745,0.5,,False,bear,0.0,0.0,False,价格低于MA5/MA10/MA20 | RSI超卖(20.06) | MACD负值(-15.3013) | 价格接近布林带下轨 | 单日微跌(-0.91%) | 弱趋势调整(+0.163) | 多信号确认奖励(+0.222) | 置信度达阈值(1.63 ≥ 0.50),"{""ma5"": 5882.248600000001, ""ma10"": 5920.530400000001, ""ma20"": 5990.718, ""rsi"": 20.06498074339666, ""macd"": -15.301269189897539, ""bb_lower"": 5820.619400149304, ""trend_regime"": ""bear""}"
2025-04-07,5287.033,True,0.9693955514991058,0.5,,True,bear,0.0876215450139993,19.0,True,价格跌破所有均线+温和放量(成交量放大1.4倍) | 温和放量(量比1.4) | RSI超卖(7.92) | MACD负值(-65.5060) | 价格接近布林带下轨 | 单日大跌(-9.55%) | 3日累计大跌(-10.28%) | 多信号确认奖励(+0.222) | 置信度达阈值(2.09 ≥ 0.50),"{""ma5"": 5756.449, ""ma10"": 5852.0407, ""ma20"": 5954.380899999999, ""rsi"": 7.9190513827508795, ""macd"": -65.50603624477571, ""bb_lower"": 5597.296937535076, ""trend_regime"": ""bear""}"
2025-04-08,5326.914,True,0.9695355544195273,0.5,,True,bear,0.08389322598412512,19.0,True,价格跌破所有均线+温和放量(成交量放大1.3倍) | 温和放量(量比1.3) | RSI超卖(9.28) | MACD负值(-100.9124) | 价格接近布林带下轨 | 3日累计大跌(-9.70%) | 多信号确认奖励(+0.222) | 置信度达阈值(1.79 ≥ 0.50),"{""ma5"": 5650.277400000001, ""ma10"": 5787.8242, ""ma20"": 5920.04565, ""rsi"": 9.276624111182898, ""macd"": -100.91235759837309, ""bb_lower"": 5467.614809123148, ""trend_regime"": ""bear""}"
2025-04-09,5439.771,True,0.9698151653031012,0.5,,True,bear,0.06140607757201542,18.0,True,价格跌破所有均线+温和放量(成交量放大1.4倍) | 温和放量(量比1.4) | RSI超卖(19.11) | MACD负值(-118.4995) | 价格接近布林带下轨 | 3日累计大跌(-6.94%) | 多信号确认奖励(+0.222) | 置信度达阈值(1.79 ≥ 0.50),"{""ma5"": 5559.6616, ""ma10"": 5737.1062, ""ma20"": 5889.7855, ""rsi"": 19.111973798213356, ""macd"": -118.49951697685174, ""bb_lower"": 5393.68745670253, ""trend_regime"": ""bear""}"
2025-04-10,5544.064,True,0.948691969092071,0.5,,True,bear,0.04143927631427041,17.0,True,价格低于MA10/MA20 | 温和放量(量比1.2) | RSI超卖(27.26) | MACD负值(-122.6085) | 置信度达阈值(0.87 ≥ 0.50),"{""ma5"": 5488.6572, ""ma10"": 5696.6627, ""ma20"": 5864.96385, ""rsi"": 27.262412498875094, ""macd"": -122.60853908845729, ""bb_lower"": 5351.251839990598, ""trend_regime"": ""bear""}"
2025-04-11,5581.318,True,0.944041467595035,0.5,,False,bear,0.03448791127830368,16.0,False,价格低于MA10/MA20 | RSI超卖(31.97) | MACD负值(-121.4588) | 置信度达阈值(0.75 ≥ 0.50),"{""ma5"": 5435.820000000001, ""ma10"": 5659.0343, ""ma20"": 5844.3314, ""rsi"": 31.968069784103577, ""macd"": -121.45878103813902, ""bb_lower"": 5319.410486761932, ""trend_regime"": ""bear""}"
2025-04-14,5627.138,True,0.8665109536344623,0.5,,False,bear,0.03056278342560637,19.0,False,价格低于MA10/MA20 | RSI偏低(34.82) | MACD负值(-115.5187) | 置信度达阈值(0.60 ≥ 0.50),"{""ma5"": 5503.841, ""ma10"": 5630.1449999999995, ""ma20"": 5820.689249999999, ""rsi"": 34.817211195287015, ""macd"": -115.51867110084459, ""bb_lower"": 5301.689896106132, ""trend_regime"": ""bear""}"
2025-04-15,5602.534,True,0.8767481383185292,0.5,,False,bear,0.03508858670023244,18.0,False,价格低于MA10/MA20 | 成交量偏低(量比0.8) | RSI偏低(34.74) | MACD负值(-111.5110) | 单日微跌(-0.44%) | 置信度达阈值(0.73 ≥ 0.50),"{""ma5"": 5558.965, ""ma10"": 5604.6212, ""ma20"": 5795.41505, ""rsi"": 34.74082390167264, ""macd"": -111.51099897218592, ""bb_lower"": 5286.190714535523, ""trend_regime"": ""bear""}"
2025-04-16,5556.864,True,0.9397226094543092,0.5,,True,bear,0.04359563235666738,17.0,True,价格低于MA5/MA10/MA20 | RSI超卖(33.30) | MACD负值(-110.7435) | 单日微跌(-0.82%) | 最低信号确认(+0.066) | 置信度达阈值(1.07 ≥ 0.50),"{""ma5"": 5582.383599999999, ""ma10"": 5571.0226, ""ma20"": 5766.593150000001, ""rsi"": 33.30169637215299, ""macd"": -110.7434951793939, ""bb_lower"": 5272.87583534089, ""trend_regime"": ""bear""}"
2025-04-17,5557.011,True,0.5261355664822964,0.5,,True,bear,0.04356802604853567,16.0,True,成交量偏低(量比0.7) | RSI超卖(32.79) | MACD负值(-108.8684) | 置信度达阈值(0.53 ≥ 0.50),"{""ma5"": 5584.973, ""ma10"": 5536.8151, ""ma20"": 5739.37185, ""rsi"": 32.78838692712961, ""macd"": -108.8684139151901, ""bb_lower"": 5263.6830911815905, ""trend_regime"": ""bear""}"
2025-04-18,5560.721,False,0.4543224761105571,0.5,,True,bear,0.04287177867762115,15.0,False,成交量偏低(量比0.7) | RSI偏低(34.22) | MACD负值(-105.8627) | 基础置信度保留(0.6倍),"{""ma5"": 5580.8535999999995, ""ma10"": 5508.336799999999, ""ma20"": 5714.4336, ""rsi"": 34.220535021165986, ""macd"": -105.86271305104037, ""bb_lower"": 5257.479437049692, ""trend_regime"": ""bear""}"
2025-04-21,5642.38,False,0.10217892016612058,0.5,,False,bear,0.02777888054331675,14.0,True,成交量偏低(量比0.8) | RSI偏低(40.63) | MACD负值(-95.7873) | 基础置信度保留(0.6倍),"{""ma5"": 5583.902, ""ma10"": 5543.8715, ""ma20"": 5697.9561, ""rsi"": 40.629116772328686, ""macd"": -95.7872982651561, ""bb_lower"": 5256.596734888877, ""trend_regime"": ""bear""}"
2025-04-22,5624.209,False,0.12409129625669277,0.5,,False,bear,0.031099484389715933,13.0,True,RSI偏低(38.14) | MACD负值(-88.2514) | 单日微跌(-0.32%) | 基础置信度保留(0.6倍),"{""ma5"": 5588.237, ""ma10"": 5573.601000000001, ""ma20"": 5680.7126, ""rsi"": 38.13795143749087, ""macd"": -88.25140009085771, ""bb_lower"": 5257.373699908022, ""trend_regime"": ""bear""}"
2025-04-23,5634.949,False,0.11262598567069633,0.5,,False,bear,0.029134247710139005,12.0,True,RSI偏低(38.38) | MACD负值(-80.4847) | 基础置信度保留(0.6倍),"{""ma5"": 5603.854, ""ma10"": 5593.1188, ""ma20"": 5665.1125, ""rsi"": 38.38303606691768, ""macd"": -80.48474026665372, ""bb_lower"": 5260.502401881396, ""trend_regime"": ""bear""}"
2025-04-24,5605.879,False,0.462154816697854,0.5,,False,bear,0.03447095451043446,11.0,True,RSI偏低(39.23) | MACD负值(-75.8015) | 单日微跌(-0.52%) | 基础置信度保留(0.6倍),"{""ma5"": 5613.6276, ""ma10"": 5599.3003, ""ma20"": 5647.9815, ""rsi"": 39.22885574375621, ""macd"": -75.80151971758642, ""bb_lower"": 5265.482624723268, ""trend_regime"": ""bear""}"
