date,predict_price,predicted_low_point,confidence,used_threshold,adj,actual_low_point,trend_regime,future_max_rise,days_to_rise,prediction_correct,strategy_reasons,strategy_indicators
2025-08-15,6568.57,True,0.7389481800001155,0.5,0.0,True,bull,0.07237069864521506,10,True,"温和放量(量比1.2) | 沪深300多头排列确认牛市 | 牛市环境基础奖励(+0.100) | 多头趋势: 均线支撑(+0.450) | 多头趋势: RSI健康区间(66.2, +0.150) | 多头趋势: 温和放量(量比1.20, +0.060) | 置信度达阈值(0.88 ≥ 0.50)","{""ma5"": 6463.2868, ""ma10"": 6389.982099999999, ""ma20"": 6324.9133999999995, ""rsi"": 66.22925250770578, ""macd"": 121.2225241256765, ""bb_lower"": 6118.031935260221, ""trend_regime"": ""bull""}"
2025-08-18,6668.173,True,0.7146298709047383,0.5,0.0,True,bull,0.05635261712616038,9,True,"温和放量(量比1.4) | 沪深300多头排列确认牛市 | 牛市环境基础奖励(+0.100) | 多头趋势: 均线支撑(+0.450) | 多头趋势: RSI健康区间(69.0, +0.150) | 置信度达阈值(0.82 ≥ 0.50)","{""ma5"": 6518.569399999999, ""ma10"": 6430.626299999999, ""ma20"": 6350.2566, ""rsi"": 68.97679532744152, ""macd"": 134.53465538460296, ""bb_lower"": 6106.809895697774, ""trend_regime"": ""bull""}"
2025-08-19,6655.311,True,0.6962254491294539,0.5,0.0,True,bull,0.05839411561683599,8,True,"温和放量(量比1.2) | 单日微跌(-0.19%) | 沪深300多头排列确认牛市 | 牛市环境基础奖励(+0.100) | 多头趋势: 均线支撑(+0.450) | 多头趋势: RSI健康区间(71.5, +0.150) | 多头趋势: 温和放量(量比1.21, +0.060) | 置信度达阈值(0.98 ≥ 0.50)","{""ma5"": 6565.9996, ""ma10"": 6465.8338, ""ma20"": 6372.3517999999995, ""rsi"": 71.46128042864086, ""macd"": 142.4052008964727, ""bb_lower"": 6102.427314888607, ""trend_regime"": ""bull""}"
2025-08-20,6728.069,True,0.6863673951227456,0.5,0.0,True,bull,0.046948537537293326,7,True,"沪深300多头排列确认牛市 | 牛市环境基础奖励(+0.100) | 多头趋势: 均线支撑(+0.450) | 多头趋势: RSI健康区间(82.2, +0.150) | 多头趋势: 温和放量(量比1.17, +0.060) | 置信度达阈值(0.76 ≥ 0.50)","{""ma5"": 6609.993799999999, ""ma10"": 6502.903, ""ma20"": 6398.91735, ""rsi"": 82.24493310985198, ""macd"": 152.7527883955563, ""bb_lower"": 6098.85830099062, ""trend_regime"": ""bull""}"
2025-08-21,6704.166,True,0.693539727175215,0.5,0.0,True,bull,0.050681322628347784,6,True,"单日微跌(-0.36%) | 沪深300多头排列确认牛市 | 牛市环境基础奖励(+0.100) | 多头趋势: 均线支撑(+0.450) | 多头趋势: RSI健康区间(81.1, +0.150) | 多头趋势: 温和放量(量比1.17, +0.060) | 置信度达阈值(0.86 ≥ 0.50)","{""ma5"": 6664.8578, ""ma10"": 6539.5653, ""ma20"": 6419.44575, ""rsi"": 81.12286102239855, ""macd"": 157.212308078364, ""bb_lower"": 6094.573443117767, ""trend_regime"": ""bull""}"
2025-08-22,6822.847,True,0.6822917048804662,0.5,0.0,False,bull,0.032405094237053865,5,False,"温和放量(量比1.2) | 沪深300多头排列确认牛市 | 牛市环境基础奖励(+0.100) | 多头趋势: 均线支撑(+0.450) | 多头趋势: RSI健康区间(82.7, +0.150) | 多头趋势: 温和放量(量比1.23, +0.060) | 置信度达阈值(0.88 ≥ 0.50)","{""ma5"": 6715.7132, ""ma10"": 6589.5, ""ma20"": 6445.60855, ""rsi"": 82.66465169564925, ""macd"": 168.3820707007544, ""bb_lower"": 6079.691636716642, ""trend_regime"": ""bull""}"
2025-08-25,6951.896,True,0.6523042097252595,0.5,0.0,False,bull,0.013240416715094742,4,False,"放量下跌(量比1.6) | 沪深300多头排列确认牛市 | 牛市环境基础奖励(+0.100) | 多头趋势: 均线支撑(+0.450) | 多头趋势: RSI健康区间(84.3, +0.150) | 置信度达阈值(0.88 ≥ 0.50)","{""ma5"": 6772.457800000001, ""ma10"": 6645.5136, ""ma20"": 6477.0323499999995, ""rsi"": 84.26812672222871, ""macd"": 185.50893234848718, ""bb_lower"": 6052.111310542447, ""trend_regime"": ""bull""}"
2025-08-26,6964.065,True,0.6004438177648581,0.5,0.0,False,bull,0.011469881455730297,3,False,"温和放量(量比1.3) | 沪深300多头排列确认牛市 | 牛市环境基础奖励(+0.100) | 多头趋势: 均线支撑(+0.450) | 多头趋势: RSI健康区间(83.5, +0.150) | 多头趋势: 温和放量(量比1.29, +0.060) | 置信度达阈值(0.88 ≥ 0.50)","{""ma5"": 6834.2086, ""ma10"": 6700.1041, ""ma20"": 6507.4289499999995, ""rsi"": 83.53809277415864, ""macd"": 197.7840982280677, ""bb_lower"": 6034.642125905064, ""trend_regime"": ""bull""}"
2025-08-27,6862.562,True,0.553937183678498,0.5,0.0,False,bull,0.026430362304923453,2,False,"温和放量(量比1.5) | 单日下跌(-1.46%) | 沪深300多头排列确认牛市 | 牛市环境基础奖励(+0.100) | 多头趋势: 均线支撑(+0.450) | 多头趋势: RSI健康回撤(83.5→76.6, +0.300) | 置信度达阈值(1.17 ≥ 0.50)","{""ma5"": 6861.1072, ""ma10"": 6735.5505, ""ma20"": 6534.8227, ""rsi"": 76.61976686998362, ""macd"": 197.05033818240463, ""bb_lower"": 6045.845952504044, ""trend_regime"": ""bull""}"
2025-08-28,7011.16,True,0.5493606513969144,0.5,0.0,False,bull,0.004675688473804642,1,False,"温和放量(量比1.4) | 近期成交活跃(5日量比1.3) | 沪深300多头排列确认牛市 | 牛市环境基础奖励(+0.100) | 多头趋势: 均线支撑(+0.450) | 多头趋势: RSI健康区间(80.7, +0.150) | 置信度达阈值(0.91 ≥ 0.50)","{""ma5"": 6922.505999999999, ""ma10"": 6793.681899999999, ""ma20"": 6574.063550000001, ""rsi"": 80.67993218524134, ""macd"": 206.08383856620276, ""bb_lower"": 6063.819574312524, ""trend_regime"": ""bull""}"
