日期,预测价格,预测低点,置信度,策略置信度,使用阈值,实际低点,趋势状态,未来最大涨幅,涨幅天数,预测正确,策略原因,策略指标
2025-08-13,6508.098,False,0.2816012941294699,0.18,0.5,True,bull,0.09828539766918074,22,False,多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 基础置信度保留(0.6倍),"{""ma5"": 6395.8122, ""ma10"": 6334.094899999999, ""ma20"": 6284.096299999999, ""rsi"": 68.87812039048225, ""macd"": 114.10296195345472, ""bb_lower"": 6074.262807892049, ""trend_regime"": ""bull""}"
2025-08-14,6429.846,True,0.6286053543723705,0.8,0.5,True,bull,0.11165166319691021,21,True,"单日下跌(-1.20%) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: RSI健康回撤(68.9→60.2, -8.7) | 置信度达阈值(0.80 ≥ 0.50)","{""ma5"": 6414.272800000001, ""ma10"": 6354.4452, ""ma20"": 6301.4654, ""rsi"": 60.17018100275299, ""macd"": 112.60956351336426, ""bb_lower"": 6104.810946760919, ""trend_regime"": ""bull""}"
2025-08-15,6568.57,False,0.14210962708608232,0.252,0.5,True,bull,0.08817429059901928,20,False,温和放量(量比1.2) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 基础置信度保留(0.6倍),"{""ma5"": 6463.2868, ""ma10"": 6389.982099999999, ""ma20"": 6324.9133999999995, ""rsi"": 66.22925250770578, ""macd"": 121.2225241256765, ""bb_lower"": 6118.031935260221, ""trend_regime"": ""bull""}"
2025-08-18,6668.173,False,0.08881621827184841,0.252,0.5,True,bull,0.08875924484862646,22,False,温和放量(量比1.4) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 基础置信度保留(0.6倍),"{""ma5"": 6518.569399999999, ""ma10"": 6430.626299999999, ""ma20"": 6350.2566, ""rsi"": 68.97679532744152, ""macd"": 134.53465538460296, ""bb_lower"": 6106.809895697774, ""trend_regime"": ""bull""}"
2025-08-19,6655.311,False,0.08933649717736868,0.52,0.5,True,bull,0.090863372124909,21,False,温和放量(量比1.2) | 单日微跌(-0.19%) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 置信度达阈值(0.52 ≥ 0.50),"{""ma5"": 6565.9996, ""ma10"": 6465.8338, ""ma20"": 6372.3517999999995, ""rsi"": 71.46128042864086, ""macd"": 142.4052008964727, ""bb_lower"": 6102.427314888607, ""trend_regime"": ""bull""}"
2025-08-20,6728.069,False,0.09548222463237394,0.18,0.5,True,bull,0.07906666831151693,20,False,多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 基础置信度保留(0.6倍),"{""ma5"": 6609.993799999999, ""ma10"": 6502.903, ""ma20"": 6398.91735, ""rsi"": 82.24493310985198, ""macd"": 152.7527883955563, ""bb_lower"": 6098.85830099062, ""trend_regime"": ""bull""}"
2025-08-21,6704.166,False,0.10729462934686093,0.24,0.5,True,bull,0.08291396722575183,19,False,单日微跌(-0.36%) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 基础置信度保留(0.6倍),"{""ma5"": 6664.8578, ""ma10"": 6539.5653, ""ma20"": 6419.44575, ""rsi"": 81.12286102239855, ""macd"": 157.212308078364, ""bb_lower"": 6094.573443117767, ""trend_regime"": ""bull""}"
2025-08-22,6822.847,False,0.096553028562343,0.252,0.5,True,bull,0.0640770634311454,18,False,温和放量(量比1.2) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 基础置信度保留(0.6倍),"{""ma5"": 6715.7132, ""ma10"": 6589.5, ""ma20"": 6445.60855, ""rsi"": 82.66465169564925, ""macd"": 168.3820707007544, ""bb_lower"": 6079.691636716642, ""trend_regime"": ""bull""}"
2025-08-25,6951.896,False,0.11864685429908604,0.288,0.5,True,bull,0.05348368272482789,22,False,放量下跌(量比1.6) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 基础置信度保留(0.6倍),"{""ma5"": 6772.457800000001, ""ma10"": 6645.5136, ""ma20"": 6477.0323499999995, ""rsi"": 84.26812672222871, ""macd"": 185.50893234848718, ""bb_lower"": 6052.111310542447, ""trend_regime"": ""bull""}"
2025-08-26,6964.065,False,0.14174488527284382,0.252,0.5,True,bull,0.054172239920219016,22,False,温和放量(量比1.3) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 基础置信度保留(0.6倍),"{""ma5"": 6834.2086, ""ma10"": 6700.1041, ""ma20"": 6507.4289499999995, ""rsi"": 83.53809277415864, ""macd"": 197.7840982280677, ""bb_lower"": 6034.642125905064, ""trend_regime"": ""bull""}"
2025-08-27,6862.562,False,0.20154641570026918,0.9199999999999999,0.5,True,bull,0.06976432416931165,21,False,"温和放量(量比1.5) | 单日下跌(-1.46%) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: RSI健康回撤(83.5→76.6, -6.9) | 置信度达阈值(0.92 ≥ 0.50)","{""ma5"": 6861.1072, ""ma10"": 6735.5505, ""ma20"": 6534.8227, ""rsi"": 76.61976686998362, ""macd"": 197.05033818240463, ""bb_lower"": 6045.845952504044, ""trend_regime"": ""bull""}"
2025-08-28,7011.16,False,0.08954499176011776,0.51,0.5,True,bull,0.047091208872711475,20,False,温和放量(量比1.4) | 近期成交活跃(5日量比1.3) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 置信度达阈值(0.51 ≥ 0.50),"{""ma5"": 6922.505999999999, ""ma10"": 6793.681899999999, ""ma20"": 6574.063550000001, ""rsi"": 80.67993218524134, ""macd"": 206.08383856620276, ""bb_lower"": 6063.819574312524, ""trend_regime"": ""bull""}"
2025-08-29,7043.942,False,0.08490057091070799,0.51,0.5,True,bull,0.042218121614289214,19,False,温和放量(量比1.2) | 近期成交活跃(5日量比1.3) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 置信度达阈值(0.51 ≥ 0.50),"{""ma5"": 6966.725, ""ma10"": 6841.2191, ""ma20"": 6615.6006, ""rsi"": 80.04832191017135, ""macd"": 213.42792190318232, ""bb_lower"": 6093.920158940662, ""trend_regime"": ""bull""}"
2025-09-01,7110.288,False,0.08491528312662351,0.18,0.5,False,bull,0.03249319858773654,18,True,多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 基础置信度保留(0.6倍),"{""ma5"": 6998.4034, ""ma10"": 6885.4306, ""ma20"": 6658.02845, ""rsi"": 80.75665145116105, ""macd"": 222.04216472385542, ""bb_lower"": 6119.765303031601, ""trend_regime"": ""bull""}"
2025-09-02,6961.689,False,0.09694843911853387,0.9000000000000001,0.5,True,bull,0.054532025202504636,17,False,"单日大跌(-2.09%) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: RSI健康回撤(80.8→69.2, -11.6) | 置信度达阈值(0.90 ≥ 0.50)","{""ma5"": 6997.9282, ""ma10"": 6916.068400000001, ""ma20"": 6690.9511, ""rsi"": 69.15779221492295, ""macd"": 214.40676904519387, ""bb_lower"": 6163.622519229183, ""trend_regime"": ""bull""}"
2025-09-03,6868.462,False,0.15477148563995932,0.62,0.5,True,bull,0.0688453979944854,16,False,单日下跌(-1.34%) | 3日累计下跌(-2.49%) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 置信度达阈值(0.62 ≥ 0.50),"{""ma5"": 6999.1082, ""ma10"": 6930.107699999999, ""ma20"": 6716.505349999999, ""rsi"": 68.29389958658801, ""macd"": 198.54432776937392, ""bb_lower"": 6208.042993471452, ""trend_regime"": ""bull""}"
2025-09-04,6698.447,False,0.14713251348566703,0.9000000000000001,0.5,True,sideways,0.09597403696707603,15,False,价格低于MA5/MA10/MA20 | 单日大跌(-2.48%) | 3日累计大跌(-5.79%) | 置信度达阈值(0.90 ≥ 0.50),"{""ma5"": 6936.5656, ""ma10"": 6929.5358, ""ma20"": 6734.55055, ""rsi"": 55.279145106678776, ""macd"": 170.29142559863976, ""bb_lower"": 6258.1081628146685, ""trend_regime"": ""sideways""}"
2025-09-05,6913.953,False,0.1441187493490807,0.5,0.5,True,bull,0.061812829795053446,14,False,多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: 回撤缩量(量比0.92) | 置信度达阈值(0.50 ≥ 0.50),"{""ma5"": 6910.5678, ""ma10"": 6938.6464000000005, ""ma20"": 6764.073200000001, ""rsi"": 59.13002842500512, ""macd"": 163.4066797315545, ""bb_lower"": 6323.015058085559, ""trend_regime"": ""bull""}"
2025-09-09,6928.965,False,0.1385971254227208,0.8999999999999999,0.5,True,bull,0.05951235141179086,12,False,"单日微跌(-0.90%) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: RSI健康回撤(61.9→57.2, -4.8) | 多头趋势: 回撤缩量(量比0.85) | 置信度达阈值(0.90 ≥ 0.50)","{""ma5"": 6880.388800000001, ""ma10"": 6939.1585, ""ma20"": 6819.631299999999, ""rsi"": 57.166186057727295, ""macd"": 154.69759287284433, ""bb_lower"": 6440.375929377678, ""trend_regime"": ""bull""}"
2025-09-10,6932.109,False,0.1369859862852512,0.53,0.5,True,bull,0.05903181845524922,11,False,成交量偏低(量比0.7) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: 回撤缩量(量比0.71) | 置信度达阈值(0.53 ≥ 0.50),"{""ma5"": 6893.1182, ""ma10"": 6946.1132, ""ma20"": 6840.83185, ""rsi"": 58.25321249732973, ""macd"": 147.16196131524703, ""bb_lower"": 6488.449434740291, ""trend_regime"": ""bull""}"
2025-09-11,7122.705,False,0.08296051019756924,0.5,0.5,False,bull,0.03069325487999288,10,True,多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: 回撤缩量(量比0.92) | 置信度达阈值(0.50 ≥ 0.50),"{""ma5"": 6977.969800000001, ""ma10"": 6957.267699999999, ""ma20"": 6875.474800000001, ""rsi"": 60.3196475892212, ""macd"": 154.78515640470596, ""bb_lower"": 6558.793351098588, ""trend_regime"": ""bull""}"
2025-09-12,7147.749,False,0.08296051019756925,0.8,0.5,False,bull,0.027081952653905422,9,True,"多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: RSI健康回撤(60.3→57.3, -3.1) | 多头趋势: 回撤缩量(量比1.00) | 置信度达阈值(0.80 ≥ 0.50)","{""ma5"": 7024.729000000001, ""ma10"": 6967.648400000001, ""ma20"": 6904.433749999999, ""rsi"": 57.26002617053851, ""macd"": 160.99162370949853, ""bb_lower"": 6600.240534603674, ""trend_regime"": ""bull""}"
2025-09-15,7137.363,False,0.10423425426278479,0.6000000000000001,0.5,False,bull,0.028576520488028886,8,True,单日微跌(-0.15%) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: 回撤缩量(量比0.90) | 置信度达阈值(0.60 ≥ 0.50),"{""ma5"": 7053.778200000001, ""ma10"": 6970.3559000000005, ""ma20"": 6927.893249999999, ""rsi"": 56.43244334707686, ""macd"": 163.1910653447694, ""bb_lower"": 6628.081339101984, ""trend_regime"": ""bull""}"
